Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
508,Patrick Williams,PF,21,CHI,76,63,28.4,3.8,8.1,.464,1.4,3.3,.412,2.4,4.8,.499,.547,1.1,1.3,.867,0.9,3.1,4.0,1.2,0.9,0.8,1.3,1.8,10.0,willipa01
509,Robert Williams,C,25,BOS,32,18,23.4,3.7,4.9,.741,0.0,0.0,.000,3.7,4.9,.745,.741,0.7,1.1,.639,3.0,5.4,8.4,1.4,0.6,1.3,0.9,2.0,8.0,williro04
510,Vince Williams Jr.,SG,22,MEM,11,0,4.7,0.4,1.3,.286,0.2,0.9,.200,0.2,0.4,.500,.357,0.0,0.0,,0.2,0.5,0.6,0.3,0.4,0.1,0.1,0.5,0.9,willivi01
511,Ziaire Williams,SF,21,MEM,36,3,14.7,2.1,4.9,.424,0.6,2.5,.247,1.5,2.4,.602,.486,0.4,0.5,.778,0.4,1.7,2.1,0.7,0.4,0.1,1.0,1.6,5.2,willizi02
512,Zion Williamson,PF,22,NOP,29,29,33.0,9.8,16.2,.608,0.2,0.7,.368,9.6,15.5,.618,.615,6.1,8.6,.714,2.0,5.0,7.0,4.6,1.1,0.6,3.4,2.2,26.0,willizi01
513,Dylan Windler,SF,26,CLE,3,0,3.3,0.7,1.0,.667,0.3,0.7,.500,0.3,0.3,1.000,.833,0.0,0.0,,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.7,windldy01
514,Justise Winslow,SF,26,POR,29,11,26.8,2.8,6.8,.409,0.5,1.6,.311,2.3,5.3,.438,.444,0.7,1.0,.714,1.7,3.3,5.0,3.4,1.0,0.4,1.5,3.1,6.8,winslju01
515,James Wiseman,C,21,TOT,39,16,18.7,4.2,7.3,.577,0.1,0.4,.235,4.1,6.9,.599,.584,1.3,1.9,.684,1.6,4.3,5.9,0.6,0.2,0.6,1.2,2.3,9.9,wisemja01
516,Christian Wood,C,27,DAL,64,17,26.1,6.0,11.5,.518,1.5,4.2,.368,4.5,7.4,.603,.585,3.3,4.2,.778,1.3,6.1,7.4,1.8,0.5,1.0,1.8,2.6,16.8,woodch01
517,Delon Wright,PG,30,WAS,47,11,24.2,2.6,5.5,.473,0.8,2.3,.352,1.8,3.2,.559,.546,1.0,1.1,.865,1.1,2.2,3.4,3.8,1.9,0.4,0.9,1.2,7.0,wrighde01
518,McKinley Wright IV,PG,24,DAL,25,1,11.3,1.4,3.0,.473,0.3,0.9,.318,1.1,2.1,.538,.520,0.4,0.6,.688,0.3,1.3,1.6,2.0,0.3,0.2,0.7,0.8,3.5,wrighmc01
519,Thaddeus Young,PF,34,TOR,54,9,14.7,2.0,3.7,.545,0.1,0.6,.176,1.9,3.0,.622,.561,0.3,0.5,.692,1.3,1.8,3.1,1.4,1.0,0.1,0.8,1.6,4.4,youngth01
520,Trae Young,PG,24,ATL,69,69,34.6,8.3,19.3,.432,2.2,6.4,.345,6.1,12.9,.475,.489,7.6,8.6,.884,0.8,2.2,3.0,10.0,1.1,0.1,4.1,1.5,26.5,youngtr01
521,Omer Yurtseven,C,24,MIA,6,0,6.2,0.8,1.5,.556,0.0,0.2,.000,0.8,1.3,.625,.556,0.3,0.5,.667,0.7,0.8,1.5,0.0,0.2,0.2,0.2,1.0,2.0,yurtsom01
522,Cody Zeller,C,30,MIA,12,0,12.8,1.5,2.8,.529,0.0,0.1,.000,1.5,2.8,.545,.529,1.6,2.3,.704,1.7,2.3,3.9,0.6,0.2,0.3,0.9,2.2,4.6,zelleco01
523,Ivica Zubac,C,25,LAC,71,71,28.6,4.2,6.7,.630,0.0,0.0,.000,4.2,6.6,.633,.630,2.1,3.1,.689,3.1,6.8,9.9,1.1,0.4,1.3,1.6,2.9,10.5,zubaciv01
